smiles	idnumber	name	mw	logp	hba	hbd	rotb	tpsa	fsp3	hac
CC1CCCC1NC1=C(Cl)C(N)=NC=N1	IMED1874180756	5-chloro-N4-(2-methylcyclopentyl)pyrimidine-4,6-diamine	226.711	2.313	4	2	2	63.83	0.6	15
NC1=C(Cl)C(NC2CCCOC2)=NC=N1	IMED1874192480	5-chloro-N4-(oxan-3-yl)pyrimidine-4,6-diamine	228.683	1.303	5	2	2	73.06	0.556	15
CN(C)CC(=O)N1CCN(CC#N)CC1	IMED644193215	2-{4-[2-(dimethylamino)acetyl]piperazin-1-yl}acetonitrile	210.281	-0.784	4	0	3	50.58	0.8	15
CC(N1C=NC=N1)C(=O)N1CCCCO1	IMED1796490154	1-(1,2-oxazinan-2-yl)-2-(1H-1,2,4-triazol-1-yl)propan-1-one	210.237	0.393	5	0	2	60.25	0.667	15
O=C(NC1CCSC1)C1=CC=CC(=O)N1	IMED2016691098	6-oxo-N-(thiolan-3-yl)-1,6-dihydropyridine-2-carboxamide	224.285	0.61	3	2	2	61.96	0.4	15
CCOC(=O)CN1CCS(=O)(=O)CC1C	IMED1248999126	ethyl 2-(3-methyl-1,1-dioxo-1lambda6-thiomorpholin-4-yl)acetate	235.305	-0.332	5	0	3	63.68	0.889	15
COC(=O)CCN1CCS(=O)(=O)CC1C	IMED1248999876	methyl 3-(3-methyl-1,1-dioxo-1lambda6-thiomorpholin-4-yl)propanoate	235.305	-0.332	5	0	3	63.68	0.889	15
CCCNS(=O)(=O)N(CCO)C1CCC1	IMED2200722172	[cyclobutyl(2-hydroxyethyl)sulfamoyl](propyl)amine	236.337	0.078	3	2	7	69.64	1.0	15
CC1CS(=O)(=O)CCN1CCC(C)(C)O	IMED1347353296	4-(3-hydroxy-3-methylbutyl)-3-methyl-1lambda6-thiomorpholine-1,1-dione	235.349	0.266	4	1	3	57.61	1.0	15
CC(C)NS(=O)(=O)N(CCO)C1CCC1	IMED1785972728	[cyclobutyl(2-hydroxyethyl)sulfamoyl](propan-2-yl)amine	236.337	0.076	3	2	6	69.64	1.0	15
COCC(O)CN1CCS(=O)(=O)CC1C	IMED1248998465	4-(2-hydroxy-3-methoxypropyl)-3-methyl-1lambda6-thiomorpholine-1,1-dione	237.321	-0.887	5	1	4	66.84	1.0	15
NC1=C(Cl)C(NCC2CCCC2)=NC=N1	IMED1640998024	5-chloro-N4-(cyclopentylmethyl)pyrimidine-4,6-diamine	226.711	2.314	4	2	3	63.83	0.6	15
CC(C)NC(=O)N1CCCS(=O)(=O)CC1	IMED1251243702	1,1-dioxo-N-(propan-2-yl)-1lambda6,4-thiazepane-4-carboxamide	234.321	0.225	3	1	1	66.48	0.889	15
CC(C)(C)C(=O)N1CCCS(=O)(=O)CC1	IMED1171710361	4-(2,2-dimethylpropanoyl)-1lambda6,4-thiazepane-1,1-dione	233.333	0.68	3	0	0	54.45	0.9	15
CCOCC(=O)N1CCC(C)(C1)C(N)=O	IMED1954890295	1-(2-ethoxyacetyl)-3-methylpyrrolidine-3-carboxamide	214.265	-0.253	3	1	4	72.63	0.8	15
COC(=O)C(C)N1CCCS(=O)(=O)CC1	IMED1243765419	methyl 2-(1,1-dioxo-1lambda6,4-thiazepan-4-yl)propanoate	235.305	-0.332	5	0	2	63.68	0.889	15
CC(C)(O)CCN1CCCS(=O)(=O)CC1	IMED1347352940	4-(3-hydroxy-3-methylbutyl)-1lambda6,4-thiazepane-1,1-dione	235.349	0.268	4	1	3	57.61	1.0	15
COC(=O)CCN1CCCS(=O)(=O)CC1	IMED1176790515	methyl 3-(1,1-dioxo-1lambda6,4-thiazepan-4-yl)propanoate	235.305	-0.33	5	0	3	63.68	0.889	15
NC(=O)C1CCN(C1)C1=C(Br)C=NC=N1	IMED1422209427	1-(5-bromopyrimidin-4-yl)pyrrolidine-3-carboxamide	271.118	0.551	4	1	2	72.11	0.444	15
NC(=O)C1CCN(C1)C1=NC=C(Br)C=N1	IMED1166024456	1-(5-bromopyrimidin-2-yl)pyrrolidine-3-carboxamide	271.118	0.551	4	1	2	72.11	0.444	15
CCC1(O)CN(C1)C(=O)C1=CN=CN=C1	IMED2028283509	3-ethyl-1-(pyrimidine-5-carbonyl)azetidin-3-ol	207.233	0.073	4	1	2	66.32	0.5	15
COCC(O)CN1CC(C)OC(CO)C1	IMED1817698925	1-[2-(hydroxymethyl)-6-methylmorpholin-4-yl]-3-methoxypropan-2-ol	219.281	-0.925	5	2	5	62.16	1.0	15
CC1CN(CCC(C)(C)O)CC(CO)O1	IMED1817702629	4-[2-(hydroxymethyl)-6-methylmorpholin-4-yl]-2-methylbutan-2-ol	217.309	0.229	4	2	4	52.93	1.0	15
CCOCC(=O)N1CC(C)OC(CO)C1	IMED1818880068	2-ethoxy-1-[2-(hydroxymethyl)-6-methylmorpholin-4-yl]ethan-1-one	217.265	-0.369	4	1	4	59.0	0.9	15
CCC(C)(O)CN1CC(C)OC(CO)C1	IMED1817694241	1-[2-(hydroxymethyl)-6-methylmorpholin-4-yl]-2-methylbutan-2-ol	217.309	0.229	4	2	4	52.93	1.0	15
CCC(N1CC(C)OC(CO)C1)C(N)=O	IMED1817702352	2-[2-(hydroxymethyl)-6-methylmorpholin-4-yl]butanamide	216.281	-0.668	4	2	4	75.79	0.9	15
CCNC(=O)CN1CC(C)OC(CO)C1	IMED1817704716	N-ethyl-2-[2-(hydroxymethyl)-6-methylmorpholin-4-yl]acetamide	216.281	-0.796	4	2	4	61.8	0.9	15
COCCC(=O)N1CC(C)OC(CO)C1	IMED1818878353	1-[2-(hydroxymethyl)-6-methylmorpholin-4-yl]-3-methoxypropan-1-one	217.265	-0.369	4	1	4	59.0	0.9	15
CC1CN(CC2(O)CCC2)CC(CO)O1	IMED1817716310	1-{[2-(hydroxymethyl)-6-methylmorpholin-4-yl]methyl}cyclobutan-1-ol	215.293	-0.017	4	2	3	52.93	1.0	15
COC(C)C(=O)N1CC(C)OC(CO)C1	IMED1818862204	1-[2-(hydroxymethyl)-6-methylmorpholin-4-yl]-2-methoxypropan-1-one	217.265	-0.371	4	1	3	59.0	0.9	15
NC1=C(Cl)C(=NC=N1)N1CCCC(O)C1	IMED1640979672	1-(6-amino-5-chloropyrimidin-4-yl)piperidin-3-ol	228.683	0.673	5	2	1	75.27	0.556	15
CC1CN(CC(CO)O1)C1=NC=CN=C1	IMED1815923823	[6-methyl-4-(pyrazin-2-yl)morpholin-2-yl]methanol	209.249	0.063	5	1	2	58.48	0.6	15
CC1CN(CC(CO)O1)C(=O)CN(C)C	IMED1818877728	2-(dimethylamino)-1-[2-(hydroxymethyl)-6-methylmorpholin-4-yl]ethan-1-one	216.281	-0.844	4	1	3	53.01	0.9	15
COC(=O)C(C)N1CC(C)OC(CO)C1	IMED1817695606	methyl 2-[2-(hydroxymethyl)-6-methylmorpholin-4-yl]propanoate	217.265	-0.371	5	1	3	59.0	0.9	15
CC1CN(CC(CO)O1)C1=NC(C)=NS1	IMED1815925393	[6-methyl-4-(3-methyl-1,2,4-thiadiazol-5-yl)morpholin-2-yl]methanol	229.305	0.433	6	1	2	58.48	0.778	15
OC1CN(CC2=CC(F)=CN=C2)CC1O	IMED1898086734	1-[(5-fluoropyridin-3-yl)methyl]pyrrolidine-3,4-diol	212.224	-0.242	4	2	2	56.59	0.5	15
OC(CNC(=O)[C@@H]1CCCO1)C(F)(F)F	IMED1548405770	(2S)-N-(3,3,3-trifluoro-2-hydroxypropyl)oxolane-2-carboxamide	227.182	0.205	3	2	3	58.56	0.875	15
CC1CCC(O1)C(=O)NCC(O)C(F)F	IMED1432542382	N-(3,3-difluoro-2-hydroxypropyl)-5-methyloxolane-2-carboxamide	223.219	0.296	3	2	4	58.56	0.889	15
CC1(CCCO1)C(=O)NCC(O)C(F)F	IMED1428313838	N-(3,3-difluoro-2-hydroxypropyl)-2-methyloxolane-2-carboxamide	223.219	0.298	3	2	4	58.56	0.889	15
CC1CN(CC(=O)N(C)C)CC(CO)O1	IMED1817697862	2-[2-(hydroxymethyl)-6-methylmorpholin-4-yl]-N,N-dimethylacetamide	216.281	-0.844	4	1	3	53.01	0.9	15
CC(C)NS(=O)(=O)NCC(O)C(F)(F)F	IMED1618563667	[(propan-2-yl)sulfamoyl](3,3,3-trifluoro-2-hydroxypropyl)amine	250.242	-0.258	3	3	5	78.43	1.0	15
CCCNS(=O)(=O)NCC(O)C(F)(F)F	IMED2200485286	(propylsulfamoyl)(3,3,3-trifluoro-2-hydroxypropyl)amine	250.242	-0.256	3	3	6	78.43	1.0	15
OC(CNC(=O)C1CCOC1)C(F)(F)F	IMED1334323661	N-(3,3,3-trifluoro-2-hydroxypropyl)oxolane-3-carboxamide	227.182	0.062	3	2	3	58.56	0.875	15
OC(CNS(=O)(=O)CC1CC1)C(F)(F)F	IMED1496886135	1-cyclopropyl-N-(3,3,3-trifluoro-2-hydroxypropyl)methanesulfonamide	247.238	0.239	3	2	5	66.4	1.0	15
OC(CNS(=O)(=O)NC1CC1)C(F)(F)F	IMED1665007599	(cyclopropylsulfamoyl)(3,3,3-trifluoro-2-hydroxypropyl)amine	248.226	-0.504	3	3	5	78.43	1.0	15
CC1CC(CO1)C(=O)NCC(O)C(F)F	IMED1787194353	N-(3,3-difluoro-2-hydroxypropyl)-5-methyloxolane-3-carboxamide	223.219	0.154	3	2	4	58.56	0.889	15
CC1OCCC1C(=O)NCC(O)C(F)F	IMED1576104441	N-(3,3-difluoro-2-hydroxypropyl)-2-methyloxolane-3-carboxamide	223.219	0.154	3	2	4	58.56	0.889	15
OCCN(C1CCC1)S(=O)(=O)CC1CC1	IMED1785975973	N-cyclobutyl-1-cyclopropyl-N-(2-hydroxyethyl)methanesulfonamide	233.333	0.573	3	1	6	57.61	1.0	15
CC1CCN(CC1O)S(=O)(=O)NC1CC1	IMED1725868159	N-cyclopropyl-3-hydroxy-4-methylpiperidine-1-sulfonamide	234.321	-0.314	3	2	3	69.64	1.0	15
CCCNC(=O)CN1CCC(C)C(O)C1	IMED1580387316	2-(3-hydroxy-4-methylpiperidin-1-yl)-N-propylacetamide	214.309	0.215	3	2	4	52.57	0.909	15
CC1CCN(CCCS(C)(=O)=O)CC1O	IMED1580368761	1-(3-methanesulfonylpropyl)-4-methylpiperidin-3-ol	235.349	0.124	4	1	4	57.61	1.0	15
CC1CCN(CC1O)C(=O)C1=CNN=N1	IMED1581973460	4-methyl-1-(1H-1,2,3-triazole-4-carbonyl)piperidin-3-ol	210.237	-0.352	4	2	1	82.11	0.667	15
CC1CCN(CC2=NC=NN2C)CC1O	IMED1580386982	4-methyl-1-[(1-methyl-1H-1,2,4-triazol-5-yl)methyl]piperidin-3-ol	210.281	0.018	5	1	2	54.18	0.8	15
CC1CCN(CC(=O)NCC#N)CC1O	IMED1580371254	N-(cyanomethyl)-2-(3-hydroxy-4-methylpiperidin-1-yl)acetamide	211.265	-0.671	4	2	3	76.36	0.8	15
CC1CCN(CC1O)C(=O)CS(C)(=O)=O	IMED1581971609	1-(3-hydroxy-4-methylpiperidin-1-yl)-2-methanesulfonylethan-1-one	235.305	-0.74	4	1	2	74.68	0.889	15
CC1CCN(CC(=O)NC(N)=O)CC1O	IMED1580372279	[2-(3-hydroxy-4-methylpiperidin-1-yl)acetyl]urea	215.253	-1.116	4	3	2	95.66	0.778	15
CC1CCN(CC1O)C(=O)C1=CSN=N1	IMED1581969142	4-methyl-1-(1,2,3-thiadiazole-4-carbonyl)piperidin-3-ol	227.289	0.381	5	1	1	66.32	0.667	15
CC1CCN(CC2=NOC(C)=N2)CC1O	IMED1580371692	4-methyl-1-[(5-methyl-1,2,4-oxadiazol-3-yl)methyl]piperidin-3-ol	211.265	0.581	5	1	2	62.39	0.8	15
CC(C)NS(=O)(=O)N1CCC(C)C(O)C1	IMED1618684308	3-hydroxy-4-methyl-N-(propan-2-yl)piperidine-1-sulfonamide	236.337	-0.068	3	2	3	69.64	1.0	15
CC1CCN(CC2=NC(C)=NO2)CC1O	IMED1580372934	4-methyl-1-[(3-methyl-1,2,4-oxadiazol-5-yl)methyl]piperidin-3-ol	211.265	0.581	5	1	2	62.39	0.8	15
CC1CCN(CC1O)C(=O)C1=CN=NS1	IMED1581982338	4-methyl-1-(1,2,3-thiadiazole-5-carbonyl)piperidin-3-ol	227.289	0.381	5	1	1	66.32	0.667	15
CC1CN(CC(CO)O1)C1CCNC1=O	IMED1817716394	3-[2-(hydroxymethyl)-6-methylmorpholin-4-yl]pyrrolidin-2-one	214.265	-1.043	4	2	2	61.8	0.9	15
CCOCC(O)CN1CCC(C)C(O)C1	IMED1580388444	1-(3-ethoxy-2-hydroxypropyl)-4-methylpiperidin-3-ol	217.309	0.086	4	2	5	52.93	1.0	15
COCCS(=O)(=O)N1CCC(C)C(O)C1	IMED1579265217	1-(2-methoxyethanesulfonyl)-4-methylpiperidin-3-ol	237.321	-0.335	4	1	4	66.84	1.0	15
CC1CCN(CC2=NN=C(C)O2)CC1O	IMED1580370285	4-methyl-1-[(5-methyl-1,3,4-oxadiazol-2-yl)methyl]piperidin-3-ol	211.265	0.581	5	1	2	62.39	0.8	15
CC1CCN(CCN2C=NC=N2)CC1O	IMED1580374090	4-methyl-1-[2-(1H-1,2,4-triazol-1-yl)ethyl]piperidin-3-ol	210.281	-0.019	5	1	3	54.18	0.8	15
CC1CCN(CCNS(C)(=O)=O)CC1O	IMED1580372359	N-[2-(3-hydroxy-4-methylpiperidin-1-yl)ethyl]methanesulfonamide	236.337	-0.762	4	2	4	69.64	1.0	15
CC1CCN(CC1O)C(=O)C1=NNC=N1	IMED1581970100	4-methyl-1-(1H-1,2,4-triazole-3-carbonyl)piperidin-3-ol	210.237	-0.352	4	2	1	82.11	0.667	15
COC1CCCN(C1)C(=O)C1=NNC=N1	IMED1479288725	3-methoxy-1-(1H-1,2,4-triazole-3-carbonyl)piperidine	210.237	0.056	4	1	2	71.11	0.667	15
COC1CCCN(C1)C(=O)C1=CNN=N1	IMED1091571667	3-methoxy-1-(1H-1,2,3-triazole-4-carbonyl)piperidine	210.237	0.056	4	1	2	71.11	0.667	15
CC1CCN(CC1O)C(=O)CNC(C)=O	IMED1581971322	N-[2-(3-hydroxy-4-methylpiperidin-1-yl)-2-oxoethyl]acetamide	214.265	-0.648	3	2	2	69.64	0.8	15
COC(C)(C)C(=O)N1CCOC(C1)C#N	IMED1151834365	4-(2-methoxy-2-methylpropanoyl)morpholine-2-carbonitrile	212.249	0.162	4	0	2	62.56	0.8	15
CCCNS(=O)(=O)N1CCC(C)C(O)C1	IMED2200642532	3-hydroxy-4-methyl-N-propylpiperidine-1-sulfonamide	236.337	-0.067	3	2	4	69.64	1.0	15
COC(C)(C)C(=O)N1CCOC(CO)C1	IMED1455297348	1-[2-(hydroxymethyl)morpholin-4-yl]-2-methoxy-2-methylpropan-1-one	217.265	-0.369	4	1	3	59.0	0.9	15
COC(C)(C)C(=O)NC1CCC(=O)NC1	IMED1151785920	2-methoxy-2-methyl-N-(6-oxopiperidin-3-yl)propanamide	214.265	-0.194	3	2	3	67.43	0.8	15
COC(C)(C)C(=O)N1CCC(CC1)C#N	IMED1151775149	1-(2-methoxy-2-methylpropanoyl)piperidine-4-carbonitrile	210.277	1.174	3	0	2	53.33	0.818	15
COC(C)(C)C(=O)NC(C)C(=O)N(C)C	IMED1152552015	N-[1-(dimethylcarbamoyl)ethyl]-2-methoxy-2-methylpropanamide	216.281	0.004	3	1	4	58.64	0.8	15
COC(C)(C)C(=O)N1CCS(=O)(=O)CC1	IMED1151807232	4-(2-methoxy-2-methylpropanoyl)-1lambda6-thiomorpholine-1,1-dione	235.305	-0.332	4	0	2	63.68	0.889	15
ClC1=C(N=CC=C1)N1CCS(=O)(=O)CC1	IMED1396680887	4-(3-chloropyridin-2-yl)-1lambda6-thiomorpholine-1,1-dione	246.719	0.97	4	0	1	50.27	0.444	15
COC(C)(C)C(=O)NCC1COCCO1	IMED1151704616	N-[(1,4-dioxan-2-yl)methyl]-2-methoxy-2-methylpropanamide	217.265	-0.057	4	1	4	56.79	0.9	15
CCN(C)C(=O)C(C)NC(=O)NC1CC1	IMED1828017495	2-[(cyclopropylcarbamoyl)amino]-N-ethyl-N-methylpropanamide	213.281	0.315	2	2	4	61.44	0.8	15
CNC(=O)C1CCCN(C1)C(C)C(N)=O	IMED1176715107	1-(1-carbamoylethyl)-N-methylpiperidine-3-carboxamide	213.281	-0.682	3	2	3	75.43	0.8	15
CCN(C)C(=O)NC(C)C(=O)N(C)CC	IMED1829267892	N-ethyl-2-{[ethyl(methyl)carbamoyl]amino}-N-methylpropanamide	215.297	0.514	2	1	4	52.65	0.8	15
OC(CNC(=O)[C@H]1CCCO1)C(F)(F)F	IMED1517847259	(2R)-N-(3,3,3-trifluoro-2-hydroxypropyl)oxolane-2-carboxamide	227.182	0.205	3	2	3	58.56	0.875	15
OC(CNC1CCCC1C#N)C(F)(F)F	IMED2161436101	2-[(3,3,3-trifluoro-2-hydroxypropyl)amino]cyclopentane-1-carbonitrile	222.21	1.191	3	2	3	56.05	0.889	15
CNC(=O)C1CCCN(CCCC#N)C1	IMED1176713754	1-(3-cyanopropyl)-N-methylpiperidine-3-carboxamide	209.293	0.748	3	1	4	56.13	0.818	15
CNC(=O)C1CCCN(C1)C(=O)COC	IMED1175568002	1-(2-methoxyacetyl)-N-methylpiperidine-3-carboxamide	214.265	-0.383	3	1	3	58.64	0.8	15
OC(CNC(=O)C1CCCCO1)C(F)F	IMED1474349454	N-(3,3-difluoro-2-hydroxypropyl)oxane-2-carboxamide	223.219	0.298	3	2	4	58.56	0.889	15
COC(C)(C)C(=O)NCC1CCCC1O	IMED1275006700	N-[(2-hydroxycyclopentyl)methyl]-2-methoxy-2-methylpropanamide	215.293	0.689	3	2	4	58.56	0.909	15
COC(C)(C)C(=O)NCC1(O)CCCC1	IMED1204903809	N-[(1-hydroxycyclopentyl)methyl]-2-methoxy-2-methylpropanamide	215.293	0.833	3	2	4	58.56	0.909	15
CNC(=O)C1CCCN(CC(=O)OC)C1	IMED1180089131	methyl 2-[3-(methylcarbamoyl)piperidin-1-yl]acetate	214.265	-0.383	4	1	3	58.64	0.8	15
CCC(C)NC(=O)CN1CCC(C)(O)C1	IMED1337999615	N-(butan-2-yl)-2-(3-hydroxy-3-methylpyrrolidin-1-yl)acetamide	214.309	0.358	3	2	4	52.57	0.909	15
CC(C)CNC(=O)CN1CCC(C)(O)C1	IMED1338001812	2-(3-hydroxy-3-methylpyrrolidin-1-yl)-N-(2-methylpropyl)acetamide	214.309	0.215	3	2	4	52.57	0.909	15
CCCNC(=O)C(C)N1CCC(C)(O)C1	IMED1338000880	2-(3-hydroxy-3-methylpyrrolidin-1-yl)-N-propylpropanamide	214.309	0.358	3	2	4	52.57	0.909	15
CC(N1CCC(C)(O)C1)C(=O)NC(N)=O	IMED1338001069	[2-(3-hydroxy-3-methylpyrrolidin-1-yl)propanoyl]urea	215.253	-0.973	4	3	2	95.66	0.778	15
CC1=C(SN=N1)C(=O)N1CCC(C)(O)C1	IMED1821372954	3-methyl-1-(4-methyl-1,2,3-thiadiazole-5-carbonyl)pyrrolidin-3-ol	227.289	0.443	5	1	1	66.32	0.667	15
CC1(O)CCN(C1)C(=O)C1COCCO1	IMED1334766108	1-(1,4-dioxane-2-carbonyl)-3-methylpyrrolidin-3-ol	215.249	-0.615	4	1	1	59.0	0.9	15
CC1(O)CCN(C1)C(=O)CN1C=NN=N1	IMED1342211868	1-(3-hydroxy-3-methylpyrrolidin-1-yl)-2-(1H-1,2,3,4-tetrazol-1-yl)ethan-1-one	211.225	-1.344	6	1	2	84.14	0.75	15
CNC(=O)NC(=O)CN1CCC(C)(O)C1	IMED1338003309	1-[2-(3-hydroxy-3-methylpyrrolidin-1-yl)acetyl]-3-methylurea	215.253	-1.101	4	3	2	81.67	0.778	15
CCN1N=CN=C1CN1CCC(C)(O)C1	IMED1902633680	1-[(1-ethyl-1H-1,2,4-triazol-5-yl)methyl]-3-methylpyrrolidin-3-ol	210.281	0.255	5	1	3	54.18	0.8	15
CN1C=C(C=N1)C(=O)N1CCC(C)(O)C1	IMED1334761410	3-methyl-1-(1-methyl-1H-pyrazole-4-carbonyl)pyrrolidin-3-ol	209.249	0.017	4	1	1	58.36	0.6	15
COC(=O)C(C)(O)CN1CCC(C)(O)C1	IMED2149242665	methyl 2-hydroxy-3-(3-hydroxy-3-methylpyrrolidin-1-yl)-2-methylpropanoate	217.265	-0.633	5	2	3	70.0	0.9	15
CC1=CC(=NO1)C(=O)N1CCC(C)(O)C1	IMED1334767453	3-methyl-1-(5-methyl-1,2-oxazole-3-carbonyl)pyrrolidin-3-ol	210.233	0.58	4	1	1	66.57	0.6	15
CN(CC(=O)N1CCC(C)(O)C1)C(C)=O	IMED1334764450	N-[2-(3-hydroxy-3-methylpyrrolidin-1-yl)-2-oxoethyl]-N-methylacetamide	214.265	-0.552	3	1	2	60.85	0.8	15
CC(C)NC(=O)CCN1CCC(C)(O)C1	IMED1337998978	3-(3-hydroxy-3-methylpyrrolidin-1-yl)-N-(propan-2-yl)propanamide	214.309	0.358	3	2	4	52.57	0.909	15
CC1(O)CCN(CCC(=O)NC(N)=O)C1	IMED1337999347	[3-(3-hydroxy-3-methylpyrrolidin-1-yl)propanoyl]urea	215.253	-0.972	4	3	3	95.66	0.778	15
CC(NC(C)=O)C(=O)N1CCC(C)(O)C1	IMED1334761288	N-[1-(3-hydroxy-3-methylpyrrolidin-1-yl)-1-oxopropan-2-yl]acetamide	214.265	-0.506	3	2	2	69.64	0.8	15
CC1(O)CCN(CC(=O)NCC2CC2)C1	IMED1338002301	N-(cyclopropylmethyl)-2-(3-hydroxy-3-methylpyrrolidin-1-yl)acetamide	212.293	-0.031	3	2	4	52.57	0.909	15
CC1(O)CCN(CC2=CC(N)=NC=C2)C1	IMED1902633686	1-[(2-aminopyridin-4-yl)methyl]-3-methylpyrrolidin-3-ol	207.277	0.62	4	2	2	62.38	0.545	15
CN1N=CC=C1C(=O)N1CCC(C)(O)C1	IMED1334761773	3-methyl-1-(1-methyl-1H-pyrazole-5-carbonyl)pyrrolidin-3-ol	209.249	0.017	4	1	1	58.36	0.6	15
CC1=NC=C(S1)S(=O)(=O)NCC(C)(C)O	IMED1514256916	N-(2-hydroxy-2-methylpropyl)-2-methyl-1,3-thiazole-5-sulfonamide	250.345	0.501	5	2	4	79.29	0.625	15
CC1=NOC(=C1)C(=O)N1CCC(C)(O)C1	IMED1334764080	3-methyl-1-(3-methyl-1,2-oxazole-5-carbonyl)pyrrolidin-3-ol	210.233	0.58	4	1	1	66.57	0.6	15
CC1(O)CCN(C1)C(=O)CC1=CC=NN1	IMED1334764705	1-(3-hydroxy-3-methylpyrrolidin-1-yl)-2-(1H-pyrazol-5-yl)ethan-1-one	209.249	-0.065	3	2	2	69.22	0.6	15
CC1=NC=C(S1)S(=O)(=O)N1CCCCO1	IMED1797086835	2-[(2-methyl-1,3-thiazol-5-yl)sulfonyl]-1,2-oxazinane	248.329	1.168	5	0	2	59.5	0.625	15
CC1=NC=C(S1)S(=O)(=O)N1CC(C)(O)C1	IMED2017427229	3-methyl-1-[(2-methyl-1,3-thiazol-5-yl)sulfonyl]azetidin-3-ol	248.329	0.207	5	1	2	70.5	0.625	15
CC1=NC=C(S1)S(=O)(=O)N1CCOCC1	IMED1459993719	4-[(2-methyl-1,3-thiazol-5-yl)sulfonyl]morpholine	248.329	0.472	5	0	2	59.5	0.625	15
CC1=NC=C(S1)S(=O)(=O)N1CC[C@H](O)C1	IMED1514256197	(3S)-1-[(2-methyl-1,3-thiazol-5-yl)sulfonyl]pyrrolidin-3-ol	248.329	0.207	5	1	2	70.5	0.625	15
CC(CO)N(C)S(=O)(=O)C1=CN=C(C)S1	IMED1559066871	N-(1-hydroxypropan-2-yl)-N,2-dimethyl-1,3-thiazole-5-sulfonamide	250.345	0.453	5	1	4	70.5	0.625	15
CC(C)(C)CCS(=O)(=O)NCC(C)(C)O	IMED1247498263	N-(2-hydroxy-2-methylpropyl)-3,3-dimethylbutane-1-sulfonamide	237.365	1.113	3	2	5	66.4	1.0	15
CC(C)(C)CCS(=O)(=O)N1CC(CO)C1	IMED1725950924	[1-(3,3-dimethylbutanesulfonyl)azetidin-3-yl]methanol	235.349	0.676	3	1	4	57.61	1.0	15
CC(CO)N(C)S(=O)(=O)CCC(C)(C)C	IMED1530202299	N-(1-hydroxypropan-2-yl)-N,3,3-trimethylbutane-1-sulfonamide	237.365	1.065	3	1	5	57.61	1.0	15
CN1C=NC=C1C(=O)N1CCC[C@@H]1CO	IMED1873708229	[(2R)-1-(1-methyl-1H-imidazole-5-carbonyl)pyrrolidin-2-yl]methanol	209.249	0.017	4	1	2	58.36	0.6	15
COC1CN(CC1OC)C1CCNC1=O	IMED1850955478	3,4-dimethoxy-[1,3'-bipyrrolidin]-2'-one	214.265	-0.779	4	1	3	50.8	0.9	15
CCCS(=O)(=O)N1CC(OC)C(C1)OC	IMED1849481895	3,4-dimethoxy-1-(propane-1-sulfonyl)pyrrolidine	237.321	0.072	4	0	5	55.84	1.0	15
CSCC(C)C(=O)NC1(CCCC1)C#N	IMED1161305832	N-(1-cyanocyclopentyl)-2-methyl-3-(methylsulfanyl)propanamide	226.345	1.938	3	1	4	52.89	0.818	15
CSCC(C)C(=O)NC1CCCC1C#N	IMED1334483297	N-(2-cyanocyclopentyl)-2-methyl-3-(methylsulfanyl)propanamide	226.345	1.794	3	1	4	52.89	0.818	15
CCC1(CNC(=O)C2(CCC2)C#N)CC1	IMED1368357180	1-cyano-N-[(1-ethylcyclopropyl)methyl]cyclobutane-1-carboxamide	206.289	1.987	2	1	4	52.89	0.833	15
[O-][N+](=O)C1=CN=C(C=C1)N1CCSCC1	IMED645819571	4-(5-nitropyridin-2-yl)thiomorpholine	225.273	1.543	5	0	2	59.27	0.444	15
[O-][N+](=O)C1=CN=C(N=C1)N1CCCCC1	IMED1661403841	5-nitro-2-(piperidin-1-yl)pyrimidine	208.221	1.375	5	0	2	72.16	0.556	15
NC1=C(SCC2CCOCC2)N=CC=N1	IMED1913772283	3-{[(oxan-4-yl)methyl]sulfanyl}pyrazin-2-amine	225.317	1.578	5	1	3	61.03	0.6	15
CN1CCC(SC2=C(N)N=CC=N2)C1=O	IMED1913772861	3-[(3-aminopyrazin-2-yl)sulfanyl]-1-methylpyrrolidin-2-one	224.289	0.382	5	1	2	72.11	0.444	15
NC1=C(SCC2CCCCO2)N=CC=N1	IMED2183988851	3-{[(oxan-2-yl)methyl]sulfanyl}pyrazin-2-amine	225.317	1.72	5	1	3	61.03	0.6	15
NC1=C(SCC2CCCCC2)N=CC=N1	IMED1913771801	3-[(cyclohexylmethyl)sulfanyl]pyrazin-2-amine	223.345	2.731	4	1	3	51.8	0.636	15
CC(C)(C#N)C(=O)NCC1(CC1)C1CC1	IMED1500660165	N-({[1,1'-bi(cyclopropane)]-1-yl}methyl)-2-cyano-2,2-dimethylacetamide	206.289	1.843	2	1	4	52.89	0.833	15
OC1CN(CC1O)C1=CC(=NC=C1)C#N	IMED2093047731	4-(3,4-dihydroxypyrrolidin-1-yl)pyridine-2-carbonitrile	205.217	-0.505	5	2	1	80.38	0.4	15
CC(C)(C)OC(=O)CN1CC(O)C(O)C1	IMED1887801685	tert-butyl 2-(3,4-dihydroxypyrrolidin-1-yl)acetate	217.265	-0.635	5	2	2	70.0	0.9	15
CCC1=NC(CN2CC(O)C(O)C2)=NO1	IMED1887802947	1-[(5-ethyl-1,2,4-oxadiazol-3-yl)methyl]pyrrolidine-3,4-diol	213.237	-0.831	6	2	3	82.62	0.778	15
